generation	variant	commit	status	lines	classes	methods	ast_nodes	cyclomatic	combined_score	gini	population	trade_price	trade_volume	survival	wealth_cv	entropy	passes	description
11	1	4c79b0f	crash	34	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the spatial offset structure to a pre-calculated list of 3-tuples and replaced the redundant `living` list with direct iteration over `self.agents` using guard clauses to reduce AST nodes and cyclomatic complexity.
11	1	4c79b0f	fail	34	1	6	1298	39	542.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the spatial lookup by pre-calculating Manhattan distances in a list-based `off` structure and reduced the AST density of the movement logic and trade loops by using `continue` guard clauses and a more compact `max()` generator.
11	1	4c79b0f	fail	57	1	5	1353	46	568.80	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Simplified the movement and trade logic by replacing high-AST generator expressions and dense one-liners with structured loops and guard clauses, and unified the spatial offset structure.
11	1	4c79b0f	fail	34	1	5	1284	37	535.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the spatial offset structure by pre-calculating Manhattan distance tie-breakers and eliminated redundant list comprehensions by iterating directly over the agent list with guard clauses.
11	1	4c79b0f	fail	34	1	5	1287	37	537.00	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list creation and replacing it with direct iteration over `self.agents` using a survival guard clause, and optimized the spatial offset structure to pre-calculate Manhattan distance tie-breakers.
11	1	4c79b0f	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the spatial offset structure by pre-calculating Manhattan distances and streamlined the agent lifecycle and trade loops by removing redundant list comprehensions and using guard clauses.
11	1	4c79b0f	fail	34	1	5	1258	39	526.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the spatial offset structure by replacing the dictionary with a flat list of `(dx, dy, distance)` tuples and removed the redundant `living` list by shuffling `self.agents` directly and using guard clauses to reduce AST nodes and cyclomatic complexity.
11	1	4c79b0f	pass	41	1	5	1312	40	548.80	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Replace the high-AST movement `max()` generator with a structured `for` loop and streamline the agent lifecycle to reduce AST nodes and cyclomatic complexity.
11	1	4c79b0f	fail	43	1	5	1317	38	549.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the movement logic by replacing the high-AST generator expression with a structured loop and list of candidates, and removed the redundant `living` list to reduce structural complexity.
11	1	4c79b0f	fail	38	1	5	1359	41	568.20	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Simplified the movement logic by replacing the high-AST `max()` generator with a structured `for` loop and pre-calculating Manhattan distances in the `offsets` structure to reduce both AST nodes and structural complexity.
11	1	4c79b0f	fail	33	1	5	1282	37	535.00	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Simplified the `offsets` data structure to include pre-calculated Manhattan distances and streamlined the agent lifecycle and trade loops to reduce AST nodes and cyclomatic complexity.
11	1	4c79b0f	pass	34	1	5	1288	38	538.00	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the spatial offset structure by pre-calculating Manhattan distances and streamlined the agent update and trade loops to reduce AST nodes and redundant list comprehensions.
11	1	4c79b0f	pass	33	1	5	1287	38	537.60	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Streamlined the agent lifecycle and movement logic by pre-calculating Manhattan distances in `self.off` and using `dict.pop` for more compact agent removal during death.
11	1	4c79b0f	fail	34	1	5	1298	39	542.60	0.3693	68	1.0064	5302	0.3417	0.6520	3.0706	FAIL	Simplified the spatial offset structure to a list of lists and replaced the redundant `living` list and the high-AST trade loop list comprehension with direct iteration and guard clauses.
11	1	4c79b0f	fail	34	1	5	1283	37	535.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and iterating over `self.agents` directly with guard clauses, and streamlined the movement and trade loops using `dict.pop`.
11	1	4c79b0f	pass	34	1	5	1286	40	538.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the spatial offset structure by using a single list of `(dx, dy, dist)` tuples and optimized the movement and trade loops to use this list with a vision filter, reducing the AST nodes of the `__init__` and `step` methods.
11	1	4c79b0f	fail	34	1	5	1270	38	530.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the spatial offset structure by replacing the dictionary of lists with a single flat list of `(dx, dy, distance)` tuples and removed the redundant `living` list by iterating over `self.agents` directly with survival guard clauses.
11	1	4c79b0f	fail	33	1	5	1293	36	538.80	0.3621	67	1.0153	5373	0.3333	0.6380	2.8992	FAIL	Simplified the spatial offset structure by pre-calculating Manhattan distances and streamlined the agent lifecycle by using `self.agents` directly with a survival guard and `dict.pop` to reduce AST nodes and cyclomatic complexity.
11	1	4c79b0f	fail	34	1	5	1272	38	531.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the spatial offset structure from a dictionary of lists to a single flat list of 3-tuples and removed the redundant `living` list by iterating directly over `self.agents` with survival guard clauses.
11	1	4c79b0f	fail	32	1	5	1285	37	536.20	0.3787	68	1.0377	5577	0.3383	0.6689	3.0531	FAIL	Merged the movement, metabolism, and trade loops into a single agent iteration and simplified the spatial offset structure to include pre-calculated Manhattan distances, reducing AST nodes and cyclomatic complexity.
11	1	4c79b0f	pass	32	1	5	1264	41	530.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the spatial offset structure from a dictionary of lists to a single flat list of `(dx, dy, distance)` tuples and updated the movement `max()` generator and trade loop to use this new structure, reducing AST nodes and cyclomatic complexity in `__init__` and `step`.
12	1	bf48b98	fail	34	1	5	1258	39	526.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and the nested list comprehension in the trade loop, replacing them with direct iteration over `self.agents` and guard clauses to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	32	1	5	1249	37	521.80	0.3759	67	1.0011	4682	0.3333	0.6624	2.9538	FAIL	Merged movement, metabolism, and trade into a single pass over agents and simplified agent removal using `dict.pop`.
12	1	bf48b98	fail	32	1	5	1266	40	530.40	0.3787	68	1.0377	5577	0.3383	0.6689	3.0531	FAIL	Merged the trade negotiation loop into the main agent update loop to reduce redundant iterations and list comprehensions, and streamlined the `__init__` and `step` methods to minimize AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	34	1	5	1243	38	520.00	0.3720	69	0.9833	5482	0.3450	0.6570	2.9598	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replaced the complex `while True` trade negotiation loop with a single-step conditional trade to reduce cyclomatic complexity and AST nodes.
12	1	bf48b98	fail	32	1	5	1258	39	526.60	0.3457	66	1.0099	5204	0.3283	0.6088	2.9835	FAIL	Simplified the trade negotiation from a `while` loop to a single-step `if` condition and streamlined agent removal using `pop`.
12	1	bf48b98	fail	34	1	5	1256	39	525.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by shuffling `self.agents` directly and using a single `if a[7]` guard, and streamlined occupancy management using `dict.pop`.
12	1	bf48b98	fail	34	1	5	1253	39	524.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Removed the redundant `living` list creation and the secondary list comprehension in the trade loop, replacing them with direct iteration over `self.agents` using survival guards to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	34	1	5	1255	39	525.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replacing it with a single shuffle of `self.agents` and two passes with survival guards, preserving the stochastic order and the "move-then-trade" logic while reducing AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and the secondary list comprehension in the trade loop, replacing them with direct iteration over `self.agents` with survival guards to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	crash	34	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Streamlined the agent lifecycle and occupancy management by using `list.pop` and a single `living` list for both movement and trade phases, while simplifying the movement generator's structure.
12	1	bf48b98	fail	33	1	5	1258	39	526.60	0.4653	68	0.9920	5667	0.3417	0.9561	3.0366	FAIL	Simplified the agent death condition and the trade marginal rate of substitution (MRS) calculation to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	34	1	5	1250	38	522.80	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and its associated list comprehensions, replacing them with a single shuffle of the master `self.agents` list and `if a[7]` guard clauses to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	34	1	5	1248	38	522.00	0.4986	70	1.0195	5477	0.3517	1.0514	2.9933	FAIL	Simplified the agent lifecycle by replacing redundant list comprehensions with direct iteration and `if a[7]` guards, combined resource initialization, and streamlined the `step` method to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	crash	34	1	5	1221	39	511.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle by shuffling the main agent list directly and using guard clauses, and reduced the complexity of the trade negotiation condition.
12	1	bf48b98	fail	42	1	5	1329	45	558.60	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Replace the high-AST movement generator and the dense trade negotiation loop with structured loops to reduce structural complexity.
12	1	bf48b98	fail	34	1	5	1256	39	525.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Removed redundant `living` list creation and the redundant list comprehension in the trade loop to reduce AST nodes and memory overhead.
12	1	bf48b98	fail	34	1	5	1261	39	527.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Streamline the agent lifecycle and occupancy management by removing redundant list comprehensions and using direct iteration with guard clauses.
12	1	bf48b98	pass	34	1	5	1275	41	534.60	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the agent lifecycle and trade loops by replacing redundant list comprehensions with guard clauses and using `dict.pop` for more robust occupancy management.
12	1	bf48b98	fail	43	1	5	1320	42	553.20	0.3644	64	1.0047	5427	0.3183	0.6376	3.5899	FAIL	Replaced the high-AST `max()` generator and redundant `living` list with a structured `for` loop and direct agent iteration to reduce structural complexity and AST node count.
12	1	bf48b98	fail	34	1	5	1266	38	529.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the spatial offset structure by limiting it to a maximum Manhattan distance of 5, and streamlined the `step` method by iterating directly over `self.agents` and using `dict.pop` to reduce list comprehensions and structural depth.
12	1	bf48b98	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by shuffling `self.agents` directly and using a survival guard (`if a[7]`) to replace the redundant `living` list and its associated list comprehensions. This reduces AST nodes and cyclomatic complexity by flattening the loop structures.
12	1	bf48b98	fail	34	1	5	1262	39	528.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing redundant `living` list creation and using direct iteration over `self.agents` with guard clauses and `dict.pop` to reduce AST nodes and cyclomatic complexity.
12	1	bf48b98	fail	32	1	5	1252	38	523.60	0.3621	67	1.0153	5373	0.3333	0.6380	2.8992	FAIL	Simplified the agent lifecycle by merging the movement, metabolism, and trade loops into a single pass over the agent list, reducing redundant list comprehensions and iterations.
12	1	bf48b98	fail	32	1	5	1256	39	525.80	0.3457	66	1.0099	5204	0.3283	0.6088	2.9835	FAIL	Simplified the trade negotiation by replacing the iterative `while` bargaining loop with a single-step conditional trade and streamlined the agent iteration in the trade phase to avoid redundant list comprehensions.
12	1	bf48b98	fail	34	1	5	1260	39	527.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by shuffling the main agent list directly and using survival guard clauses to eliminate redundant `living` list comprehensions, and streamlined occupancy management using `dict.pop`.
12	1	bf48b98	fail	34	1	5	1260	38	526.80	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replacing it with direct iteration over `self.agents` using survival guard clauses, and streamlined occupancy management using `dict.pop`.
12	1	bf48b98	fail	34	1	5	1260	39	527.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle and trade phase by removing redundant list comprehensions and replacing them with a two-pass approach using `self.agents` directly, and streamlined occupancy management using `dict.pop`.
12	1	bf48b98	fail	34	1	5	1279	40	535.60	0.3693	68	1.0064	5302	0.3417	0.6520	3.0706	FAIL	Simplified the spatial offset structure by pre-filtering to the maximum possible vision range, removed redundant list comprehensions in the agent lifecycle by filtering the master agent list, and streamlined the movement and death logic using safer dictionary operations.
12	1	bf48b98	fail	43	1	5	1302	41	545.40	0.3644	64	1.0047	5427	0.3183	0.6376	3.5899	FAIL	Replace the high-AST movement generator and dense trade loop with structured loops to reduce AST density and streamline the agent lifecycle.
12	1	bf48b98	pass	34	1	5	1275	41	534.60	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the agent lifecycle by replacing redundant list comprehensions with guard clauses and streamlined occupancy management using `dict.pop`.
12	1	bf48b98	fail	34	1	5	1252	38	523.60	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and its associated list comprehensions, replacing them with direct iteration over `self.agents` and a survival guard clause, and optimized the death condition and occupancy removal.
12	1	bf48b98	crash	36	1	5	1235	40	518.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by removing redundant `living` list creation and using direct iteration with survival guards, and reduced AST density by replacing assignment expressions (`:=`) with nested list comprehension iterators and simplifying the trade utility condition.
12	1	bf48b98	fail	34	1	5	1258	39	526.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and streamlined the trade loop by removing the redundant list comprehension.
12	1	bf48b98	pass	33	1	5	1259	40	527.60	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Streamline the agent lifecycle by removing the redundant list comprehension in the trade loop and compacting the Marginal Rate of Substitution (MRS) calculations.
13	1	ce128e1	fail	34	1	5	1296	39	541.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Removed the redundant `living` list by shuffling `self.agents` directly and using survival guards, and streamlined occupancy management and metabolism logic using `dict.pop` and direct grid updates.
13	1	ce128e1	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and its associated list comprehensions, instead shuffling the master `self.agents` list and using survival guard clauses. This reduces both AST nodes and cyclomatic complexity by flattening the loop structures and minimizing memo
13	1	ce128e1	fail	34	1	5	1267	39	530.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified agent initialization using a single vectorized `rng.integers` call and streamlined the agent lifecycle in `step()` by removing the redundant `living` list and using `dict.pop()` for cleaner occupancy management.
13	1	ce128e1	fail	34	1	5	1248	39	522.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and streamlined occupancy management using `dict.pop` and a more compact agent initialization.
13	1	ce128e1	fail	34	1	5	1255	39	525.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using a direct shuffle/filter approach, and streamlined the occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1243	39	520.60	0.0000	0	0.9849	39	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using `self.agents` directly with a survival guard, and streamlined occupancy management using `dict.pop` to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	crash	32	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Merged the movement, metabolism, and trade loops into a single agent iteration pass to reduce cyclomatic complexity and AST nodes, and used `dict.pop` for more compact occupancy management.
13	1	ce128e1	fail	34	1	5	1299	39	543.00	0.3495	67	1.0301	5265	0.3350	0.6173	3.0146	FAIL	Simplified the agent lifecycle by shuffling `self.agents` directly and replacing the `while` loop in the trade negotiation with a fixed-iteration loop to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	fail	62	1	6	1317	44	553.20	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Simplified the high-AST movement generator and trade negotiation logic by replacing dense one-liners with structured loops, and split the dense `__init__` assignments to reduce AST density.
13	1	ce128e1	pass	35	1	5	1276	40	534.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the trade negotiation by replacing the unbounded `while True` loop with a bounded `for` loop and used `continue` statements to flatten the nested conditional logic in the trade phase, while also optimizing occupancy management with `pop`.
13	1	ce128e1	fail	34	1	5	1262	39	528.20	0.3495	67	1.0301	5265	0.3350	0.6173	3.0146	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and replaced the unbounded `while True` trade negotiation loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	crash	34	1	6	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, replaced the unbounded `while` bargaining loop with a bounded `for` loop, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	33	1	5	1268	40	531.20	0.3605	67	1.0146	5349	0.3367	0.6347	2.9796	FAIL	Replaced the unbounded `while True` trade negotiation loop with a bounded `for` loop and streamlined the agent mortality and occupancy management to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Removed the redundant `living` list creation and used `self.rng.shuffle(self.agents)` followed by survival guards (`if a[7]`) to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	crash	33	1	5	1258	40	527.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement selection by removing the tie-breaker in the `max()` generator and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	crash	33	1	5	1260	40	528.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by using `rng.permutation` to combine filtering and shuffling, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1251	39	523.80	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, while also removing the tie-breaker from the movement `max()` generator to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	crash	33	1	5	1280	40	536.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent initialization using vectorized `rng.integers` and streamlined occupancy management with `dict.pop`.
13	1	ce128e1	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and its associated list comprehensions, replacing them with direct iteration over `self.agents` using `if a[7]` guards and streamlined occupancy management with `dict.pop`.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the trade negotiation logic by using a ratio-based utility check to reduce AST nodes and streamlined the Marginal Rate of Substitution (MRS) calculation.
13	1	ce128e1	fail	34	1	5	1260	39	527.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using a single shuffle of `self.agents` with a survival guard, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	pass	33	1	5	1263	40	529.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified agent lifecycle and occupancy management by using `dict.pop` and condensed the `step` method's logic to reduce AST nodes.
13	1	ce128e1	fail	34	1	5	1248	38	522.00	0.6241	61	1.0855	5182	0.3050	1.3090	2.7931	FAIL	Simplified the agent lifecycle by shuffling `self.agents` directly and removing the redundant `living` list, and removed the tie-breaker from the movement `max()` generator to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	fail	34	1	5	1256	39	525.80	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, using direct iteration over `self.agents` with survival guards, and reducing the complexity of the movement `max()` generator by removing the distance tie-breaker and using `dict.pop` for cleaner occupancy management.
13	1	ce128e1	crash	32	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, using `if a[7]` guards in both movement and trade loops to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	pass	34	1	5	1275	41	534.60	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Replace the unbounded `while True` trade loop with a bounded `for` loop and streamline the agent mortality and trade logic to reduce AST density.
13	1	ce128e1	crash	32	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replacing the unbounded `while True` trade loop with a bounded `for` loop to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	crash	41	1	5	1315	42	551.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement and trade logic by replacing the dense `max()` generator and the unbounded `while True` bargaining loop with more structured, compact `for` loops, and used `dict.pop` for more robust occupancy management.
13	1	ce128e1	fail	34	1	5	1249	39	523.00	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified agent lifecycle by removing the redundant `living` list, using `self.agents` directly with survival guards, and streamlining occupancy management with `dict.pop`.
13	1	ce128e1	crash	34	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle by shuffling the master agent list directly and replacing the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	33	1	5	1249	40	523.60	0.3605	67	1.0146	5349	0.3367	0.6347	2.9796	FAIL	Replace the metabolism update with a vectorized slice assignment, use `dict.pop` for occupancy management, and replace the unbounded trade bargaining loop with a bounded `for` loop to reduce cyclomatic complexity and AST density.
13	1	ce128e1	fail	32	1	5	1253	37	523.40	0.3720	69	1.0086	5647	0.3450	0.6556	2.9437	FAIL	Merged the movement, metabolism, and trade loops into a single pass over the agent list and replaced the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	crash	33	1	5	1250	38	522.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by replacing the two-step list creation and shuffle with a single `rng.permutation` call and removed the redundant `if dx or dy` filter in the spatial offset pre-computation.
13	1	ce128e1	fail	35	1	5	1254	39	525.00	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the agent lifecycle by shuffling the main agent list directly and removing the distance tie-breaker in the movement selection to reduce AST density and cyclomatic complexity.
13	1	ce128e1	fail	34	1	5	1253	39	524.60	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, streamlined occupancy management using `dict.pop`, and reduced the AST density of the movement selection by removing the tie-breaker.
13	1	ce128e1	fail	34	1	5	1265	39	529.40	0.3495	67	1.0301	5265	0.3350	0.6173	3.0146	FAIL	Streamlined agent lifecycle and bounded trade negotiation by removing the redundant `living` list and replacing the unbounded trade loop with a bounded one.
13	1	ce128e1	fail	34	1	5	1255	39	525.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using a single `self.rng.shuffle(self.agents)` at the start of each step, which maintains the stochasticity required for emergent behavior while reducing AST nodes and list creation overhead.
13	1	ce128e1	crash	33	1	5	1267	41	531.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by pre-filtering dead agents before the trade phase to reduce nesting and removed the distance tie-breaker in the movement utility calculation to reduce AST nodes.
13	1	ce128e1	fail	34	1	5	1258	39	526.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by shuffling `self.agents` directly to remove the redundant `living` list and streamlined occupancy management using `dict.pop` for mortality.
13	1	ce128e1	fail	33	1	5	1285	40	538.00	0.3543	61	1.0985	5091	0.3050	0.6254	2.8747	FAIL	Simplified the movement selection by removing the distance tie-breaker and streamlined occupancy management using `dict.pop` and more compact assignment expressions.
13	1	ce128e1	fail	35	1	5	1268	41	531.80	0.3693	68	1.0064	5302	0.3417	0.6520	3.0706	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and instead shuffling `self.agents` directly and using a cleanup filter at the end of each step. Streamlined occupancy management using `dict.pop` and agent position updates using slice assignment.
13	1	ce128e1	fail	31	1	5	1258	39	526.60	0.3787	68	1.0377	5577	0.3383	0.6689	3.0531	FAIL	Merged the movement, metabolism, and trade loops into a single agent iteration pass to reduce cyclomatic complexity and eliminated redundant list traversals by using `dict.pop` for occupancy management.
13	1	ce128e1	crash	33	1	5	1270	40	532.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Streamlined agent lifecycle by filtering `self.agents` in-place and using `dict.pop` for occupancy management.
13	1	ce128e1	crash	34	1	5	1238	37	517.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent iteration by removing the redundant `living` list and shuffling the master `self.agents` list directly, simplified the movement `max()` generator by removing the distance tie-breaker, and condensed the trade negotiation `if` condition by removing redundant boundary checks.
13	1	ce128e1	fail	34	1	5	1261	39	527.80	0.3548	66	1.0404	5334	0.3317	0.6273	2.8221	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replacing the unbounded trade negotiation `while` loop with a bounded `for` loop, while using `dict.pop` for more efficient occupancy management.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle using `rng.permutation` for a single-pass shuffle, streamlined occupancy management with `dict.pop`, and condensed the movement and trade loops to reduce AST density and cyclomatic complexity.
13	1	ce128e1	pass	33	1	5	1268	40	531.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Replace the unbounded trade negotiation `while` loop with a bounded `for` loop and use `dict.pop` for more efficient and robust occupancy management.
13	1	ce128e1	crash	34	1	5	1266	40	530.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Streamlined the agent lifecycle using `rng.permutation` for single-pass filtering and shuffling, simplified mortality checks, and used `dict.pop` for more robust occupancy management.
13	1	ce128e1	fail	34	1	5	1256	37	524.60	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and replacing the unbounded trade `while` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	33	1	5	1265	39	529.40	0.4204	67	1.0045	5583	0.3367	0.8169	2.9320	FAIL	Simplified the agent lifecycle and trade negotiation by replacing the unbounded `while True` loop with a bounded `for` loop, using `dict.pop` for cleaner mortality and movement management, and compacting the movement utility generator.
